name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,
S. Pafundi CAM CF CM,17,68,86,"Lausanne Sport
Dec 31, 2024 On loan",271575,"166cm / 5'5""",64kg / 141lbs,Left,70,CAM,18,"Jul 1, 2022","Dec 31, 2024",€3M,€900,€0,308,64,61,55,67,61,353,71,74,71,64,73,394,83,72,87,57,95,306,73,60,66,42,65,311,61,55,61,65,69,70,122,47,39,36,43,7,10,11,7,8,1837,381,3,3,High,Medium,1,Normal (170-),Yes,77,65,,74,46,53,,Finesse Shot Technical Flair,,3,
P. Brunner ST LM,17,65,87,"Borussia Dortmund
2023 ~ 2025",274126,"185cm / 6'1""",77kg / 170lbs,Right,67,ST,22,"Dec 9, 2023",N/A,€2.3M,€2K,€6.2M,298,42,72,60,61,63,274,68,63,40,39,64,334,69,68,71,59,67,311,62,69,57,64,59,243,48,24,62,50,59,59,68,20,28,20,43,10,7,12,8,6,1571,337,4,3,Medium,Medium,1,Normal (185+),No,68,66,,66,27,59,,,,0,
T. Kubo RW ST RM,22,81,88,"Real Sociedad
2022 ~ 2029",237681,"173cm / 5'8""",64kg / 141lbs,Left,83,CAM,7,"Jul 19, 2022",N/A,€52.5M,€40K,€120.8M,352,77,81,49,78,67,391,84,75,74,74,84,416,89,79,86,79,83,348,73,69,74,58,74,289,43,28,79,76,63,72,129,40,43,46,48,6,7,15,10,10,1973,419,4,4,Medium,Medium,3,Lean (170-185),Yes,84,76,,83,40,60,,Finesse Shot Technical Flair First Touch,,4,
Miguel Gutiérrez LB LM,21,78,85,"Girona
2022 ~ 2027",261865,"180cm / 5'11""",73kg / 161lbs,Left,79,LM,7,"Aug 5, 2022",N/A,€27M,€19K,€62.1M,322,82,57,65,78,40,344,80,75,41,68,80,390,83,80,78,74,75,344,70,76,80,62,56,326,60,74,75,77,40,70,221,73,75,73,48,14,10,8,6,10,1995,434,3,2,High,Medium,1,Lean (170-185),Yes,81,59,,79,73,67,,,,0,
Moleiro LM CM CAM,19,77,87,"Las Palmas
2021 ~ 2026",264388,"172cm / 5'8""",67kg / 148lbs,Right,79,CAM,10,"Jul 1, 2021",N/A,€23M,€12K,€52.9M,315,62,65,57,78,53,353,82,65,52,74,80,408,86,81,88,70,83,339,70,74,67,60,68,322,60,48,74,81,59,71,155,47,55,53,45,6,9,11,8,11,1937,416,4,3,Medium,Medium,1,Normal (170-185),No,83,66,,81,51,62,,Incisive Pass Technical First Touch,,3,
B. Barcola LW RW,20,79,86,"Paris Saint Germain
2023 ~ 2028",264652,"186cm / 6'1""",70kg / 154lbs,Right,80,LW,7,"Aug 31, 2023",N/A,€35M,€65K,€71.8M,371,73,77,69,79,73,353,80,73,59,63,78,395,84,87,84,76,64,346,74,76,68,59,69,312,60,29,79,78,66,78,90,25,37,28,43,8,8,15,6,6,1910,409,3,3,High,Medium,1,Lean (185+),No,86,74,,79,34,62,,Rapid,,1,
A. Isak ST LW,23,83,87,"Newcastle United
2022 ~ 2028",233731,"192cm / 6'4""",77kg / 170lbs,Right,85,ST,4,"Aug 26, 2022",N/A,€52.5M,€130K,€103.7M,386,66,86,77,78,79,367,87,70,65,59,86,404,82,85,81,83+1,73,400,82,88,78+3,76,76,343,58,38,85+1,79,83,85+1,98,35,34,29,40,7,6,9,7,11,2038,437,5,4,High,Medium,2,Lean (185+),Yes,84,83,,85,39,74,,Rapid Flair Quick Step Trivela,,4,
Gonçalo Inácio CB LB CDM,21,80,87,"Sporting CP
2019 ~ 2027",257179,"185cm / 6'1""",78kg / 172lbs,Left,82,CB,7,"Jul 1, 2019",N/A,€40M,€12K,€88M,261,30,23,84+2,79,45,283,69+6,29,27,85+3,73,364,78,81,73,77,55,336,67,84,78,79,28,345,78,78,74+26,75,40,75,243,82,82,79,36,6,6,7,10,7,1868,412,2,2,Medium,High,1,Normal (185+),No,80,37,,71,81,79,,Pinged Pass Long Ball Pass Intercept Aerial,,4,
K. Páez CAM CF RW,16,71,87,"Independiente del Valle
2023 ~ 2025",274559,"177cm / 5'10""",71kg / 157lbs,Left,73,CAM,16,"Jan 1, 2023",N/A,€4.7M,€500,€13.3M,295,61,68,48,74,44,343,73,73,60,66,71,374,77,81,82,59,75,308,65,58,65,49,71,294,44,56,72,71,51,52,117,34,42,41,51,10,11,9,15,6,1782,381,3,4,Medium,Medium,1,Lean (170-185),No,79,66,,72,43,52,,Pinged Pass Technical First Touch Trickster,,4,
A. Grønbæk CAM CM,22,74,82,"Bodø / Glimt
2022 ~ 2028",256949,"176cm / 5'9""",65kg / 143lbs,Right,76,CAM,8,"Aug 13, 2022",N/A,€9.5M,€6K,€14.3M,327,68,70,55,73,61,351,75,69,62,70,75,392,78,76,85,69,84,355,67,72,86,65,65,336,68,64,72,76,56,76,188,62,64,62,48,8,12,13,6,9,1997,424,3,4,High,Medium,1,Normal (170-185),No,77,67,,76,62,71,,Incisive Pass Technical Flair,,3,
K. Mbappé ST LW,24,91,94,"Paris Saint Germain
2018 ~ 2024",231747,"182cm / 6'0""",75kg / 165lbs,Right,93,ST,3,"Jul 1, 2018",N/A,€181.5M,€230K,€349.4M,415,78,94,73,86,84,405,93,80,69,71,92,462,97,97,93,93,82,426,90,88,88,77,83,362,64,38,93,83,84,88,92,26,34,32,42,13,5,7,11,6,2204,473,4,5,High,Low,5,Unique,Yes,97,90,,92,36,78,,Finesse Shot Rapid Flair Trivela Acrobatic,Quick Step +,6,
M. Tillman CAM CM LW,21,76,84,"PSV
Jun 30, 2024 On loan",256853,"187cm / 6'2""",71kg / 157lbs,Right,78,CAM,8,"Aug 22, 2021","Jun 30, 2024",€17M,€36K,€0,337,64,70,73,77,53,335,79,68,41,69,78,398,82,76,78,74,88,355,71,85,62,72,65,323,58,60,72,77,56,74,176,55,67,54,52,9,11,11,12,9,1976,425,3,4,High,Medium,1,Normal (185+),No,79,68,,79,61,67,,Power Shot Incisive Pass Technical Flair First Touch Trivela,,6,
Lucas Beraldo CB LB,19,75,86,"Paris Saint Germain
2024 ~ 2028",279709,"182cm / 6'0""",78kg / 172lbs,Left,77,CB,11,"Jan 1, 2024",N/A,€11.5M,€28K,€23.6M,263,53,34,69,77,30,299,66,58,34,71,70,322,64,73,57,70,58,300,56,75,63,75,31,294,80,74,35,59,46,68,227,72,78,77,60,11,14,15,12,8,1765,385,2,2,High,Medium,1,Normal (170-185),No,69,38,,66,74,73,,Pinged Pass Slide Tackle,,2,
Sávio LM CF LW,19,80,88,"Girona
Jun 30, 2024 On loan",270409,"176cm / 5'9""",71kg / 157lbs,Left,81,CAM,8,"Jul 1, 2022","Jun 30, 2024",€45.5M,€7K,€0,341,80,76,45,77,63,368,86,78,55,67,82,412,88,87,88,73,76,315,69,61,73,45,67,284,45,25,76,76,62,70,92,26,30,36,50,9,12,8,9,12,1862,399,2,4,High,Low,1,Lean (170-185),No,87,71,,83,30,53,,Technical,,1,
B. Šeško ST,20,78+1,87+1,"RB Leipzig
2023 ~ 2028",260592,"195cm / 6'5""",85kg / 187lbs,Right,80,ST,9,"Jul 1, 2023",N/A,€31M,€41K,€58.9M,358,55,81+2,79+2,71+2,72+1,322,76+1,59,56,53+1,78+1,379,79,86,74,71+1,69,399,79,92+1,74,83,71,298,62,35+3,79+2,61,61,75+1,122,45+3,42,35,43,10,8,5,14,6,1921,420,4,3,Medium,Medium,1,Lean (185+),No,83,77,,76,45,77,,Power Shot Technical Flair,,3,
Pau Cubarsí CB,16,66+2,85+2,"FC Barcelona
2023 ~ 2026",278046,"182cm / 6'0""",75kg / 165lbs,Right,68,CB,19,"Jul 1, 2023",N/A,€2M,€1K,€5.4M,199,26,22,65,65+2,21,214,46+3,22,25,56+2,65+2,326,65+2,69+1,65,65+1,62,244,32,68+1,68,60,16,223,63,66+1,22,36+2,36,61+2,202,65+2,69+2,68+2,51,10,6,14,7,14,1459,322,4,2,Medium,Medium,1,Lean (170-185),No,67,23,,56,67,63,,,,0,
J. Hato CB LB,17,73,88,"Ajax
2022 ~ 2028",272978,"182cm / 6'0""",76kg / 168lbs,Left,75,CDM,15,"Mar 14, 2022",N/A,€6.5M,€550,€13.2M,270,55,36,67,77,35,299,67,54,31,73,74,395,82,88,75,75,75,306,53,86,71,67,29,294,67,77,52,64,34,72,216,72,74,70,40,8,5,5,13,9,1820,403,3,2,High,Medium,1,Normal (170-185),No,85,39,,71,73,69,,,,0,
Evanilson ST,23,79,84,"Porto
2020 ~ 2027",256612,"181cm / 5'11""",77kg / 170lbs,Right,81,ST,5,"Sep 11, 2020",N/A,€27M,€16K,€56M,351,45,81,75,74,76,332,78,67,46,62,79,366,75,74,67,81,69,388,76,86,75,81,70,281,45,16,84,67,69,77,61,22,20,19,51,13,11,6,14,7,1830,389,4,3,High,Medium,1,Normal (170-185),Yes,74,77,,77,25,73,,,,0,
J. Bellingham CM CAM ST,17,66,82,"Sunderland
2023 ~ 2028",270964,"191cm / 6'3""",75kg / 165lbs,Right,68,CAM,16,"Jun 24, 2023",N/A,€2.1M,€1K,€5.3M,292,53+2,61+5,64,67,47,303,69,55,44,65,70,335,65-3,71-1,68,61,70,322,59+2,69-1,73+4,63,58+2,296,56,64,65,66,45,68+2,187,61,66,60,59,10,10,13,15,11,1794,385,3,3,High,High,1,Lean (185+),No,68,59,,69,63,64,,,,0,
A. Gray CM RB CDM,17,72,86,"Leeds United
2021 ~ 2028",270208,"187cm / 6'2""",70kg / 154lbs,Right,74,CM,14,"Dec 18, 2021",N/A,€5.5M,€4K,€13.9M,321,67,59,65,75,55,336,74,60,55,73,74,367,74,77,72,72,72,342,62,75,75,70,60,336,71,70,68,70,57,75,210,70,70,70,51,15,12,13,6,5,1963,422,4,2,High,High,1,Lean (185+),No,76,60,,74,70,72,,Long Ball Pass,,1,
X. Simons CAM LW LM,20,82,89,"RB Leipzig
Jun 30, 2024 On loan",245367,"179cm / 5'10""",61kg / 134lbs,Right,84,CAM,7,"Jul 18, 2023","Jun 30, 2024",€60.5M,€71K,€0,356,74,78,60,82,62,393,85,82,65,76,85,428,89,85,89,81,84,380,78,71,84,67,80,361,79,65,75,81,61,78,178,60,62,56,43,9,11,5,8,10,2139,462,3,4,High,High,2,Lean (170-185),Yes,87,77,,85,61,74,,Finesse Shot Tiki Taka Technical Flair First Touch Trivela,,6,
K. Havertz CAM CM ST,24,82,87,"Arsenal
2023 ~ 2028",235790,"193cm / 6'4""",82kg / 181lbs,Left,85,CAM,5,"Jun 28, 2023",N/A,€46M,€110K,€88.6M,404,74,83,83,84,80,385,84,84,53,79,85,382,75,81,75,83,68,385,76,84,77,70,78,347,56,43,84,81,83,84,133,45,47,41,47,6,8,11,10,12,2083,440,4,4,Medium,Medium,3,Unique,Yes,78,81,,83,49,70,,Chip Shot Technical First Touch Trivela,,4,
W. Zaïre-Emery CM CDM,17,80,90,"Paris Saint Germain
2022 ~ 2029",270673,"178cm / 5'10""",68kg / 150lbs,Right,82,CM,10,"Jul 15, 2022",N/A,€43.5M,€11K,€89.2M,329,66,66,66,82,49,357,78,64,53,81,81,395,80,78,74,79,84,384,76,80,84,75,69,369,76,78,76,80,59,77,224,71,80,73,55,14,11,7,8,15,2113,455,4,3,Medium,High,1,Normal (170-185),No,79,68,,79,75,78,,First Touch Press Proven Quick Step,,3,
C. Palmer RM RW CAM,21,79,87,"Chelsea
2023 ~ 2030",257534,"189cm / 6'2""",74kg / 163lbs,Left,82,CAM,8,"Sep 1, 2023",N/A,€39.5M,€76K,€83M,343,70,80,48,82,63,378,81,77,66+2,71,83,377,72,77,78,80,70,342,75,62,75,58,72,347,57,43,80,82,85,84,144,47,52,45,51,7,6,10,14,14,1982,420,3,4,High,Medium,1,Lean (185+),Yes,75,77,,81,48,62,,Technical,,1,
V. Gyökeres ST LW CF,25,82,87,"Sporting CP
2023 ~ 2028",241651,"187cm / 6'2""",90kg / 198lbs,Right,84,ST,5,"Jul 13, 2023",N/A,€45M,€22K,€93.4M,371,61,85,78,73,74,342,81,70,59,52,80,403,85,88,70,79,81,434,85,94,93,90,72,346,82,28,83,74,79,79,84,34,34,16,56,10,13,11,14,8,2036,438,4,3,High,Medium,1,Normal (185+),Yes,87,81,,79,35,89,,Press Proven,,1,
J. Bellingham CAM CM,20,88,92,"Real Madrid
2023 ~ 2029",252371,"186cm / 6'1""",75kg / 165lbs,Right,90,CAM,4,"Jul 1, 2023",N/A,€128.5M,€230K,€273.1M,385,66,87,69,89,74,391,88,73,56,87,87,411,81,80,82,89,79,411,79,82+1,93,77+2,80,416,85,82,88,87,74+10,85,233,77,79,77,48,14,11,10,5,8,2295,492,4,4,High,High,4,Normal (185+),Yes,80,83,,87,78,83,,Intercept Slide Tackle Technical Flair,Relentless +,5,
K. Mainoo CDM CM,18,72,87,"Manchester United
2022 ~ 2027",269136,"184cm / 6'0""",80kg / 176lbs,Right,73,CAM,15,"May 16, 2022",N/A,€5M,€16K,€12.6M,308,54,60,64,78,52,331,79,63,41,74,74,379,77,72,78,68,84,334,67,76,69,68,54,317,70,64,63,69,51,75,205,70,72,63,49,14,11,10,5,9,1923,416,3,3,High,High,1,Lean (170-185),No,74,60,,77,68,69,,Long Ball Pass Press Proven Trivela,,3,
Vitor Roque ST RW LW,18,76,88,"FC Barcelona
2024 ~ 2031",276589,"172cm / 5'8""",78kg / 172lbs,Right,78,ST,12,"Jan 1, 2024",N/A,€17.5M,€44K,€39.4M,335,62,82,62,54,75,356,83,74,70,52,77,406,88,83,85,70,80,377,80,83,65,75,74,257,28,15,80,62,72,74,44,18,15,11,54,13,14,12,6,9,1829,387,3,4,Medium,High,1,Stocky (170-185),No,85,79,,80,20,64,,Finesse Shot Power Shot Rapid Flair Quick Step,,5,
A. Güler CAM RM,18,77,88,"Real Madrid
2023 ~ 2029",264309,"175cm / 5'9""",70kg / 154lbs,Left,79,CAM,11,"Jul 6, 2023",N/A,€22M,€41K,€49.5M,340,80,68,41,81,70,403,83,84,76,79,81,380,75,69,82,69,85,308,72,50,70,43,73,316,42,55,68,80,71,77,155,52,57,46,58,13,10,11,14,10,1960,405,3,4,High,Medium,1,Lean (170-185),Yes,72,70,,81,52,50,,Finesse Shot Incisive Pass Long Ball Pass Whipped Cross Technical Flair,,6,
J. Zirkzee ST,22,78,86,"Bologna
2022 ~ 2026",250961,"193cm / 6'4""",89kg / 196lbs,Right,81,CAM,8,"Aug 30, 2022",N/A,€32M,€34K,€60.8M,351,55,80,71,78,67,365,81,68,66,65,85,368,74,76,84,74,60,385,76,85,67,81,76,290,43,14,78,78,77,83,59,20,20,19,51,6,11,12,8,14,1869,398,3,4,Medium,Low,1,Normal (185+),Yes,75,78,,81,24,70,,Technical Flair First Touch,,3,
L. Openda ST,23,84+1,87+1,"RB Leipzig
2023 ~ 2028",243580,"177cm / 5'10""",75kg / 165lbs,Right,86,ST,3,"Jul 14, 2023",N/A,€58.5M,€77K,€103.8M,386,69,87+2,79,75,76+3,341,83+2,66+2,50,59,83+2,438,94,93,82,84+1,85,410,83+1,93,79,80+1,75,330,74,26,86+1,69,75,81,71,29,23,19,48,9,8,10,8,13,2024,438,4,3,High,Medium,2,Normal (170-185),No,93,83,,83,31,79,,Finesse Shot Rapid Quick Step Trivela,,4,
F. Wirtz CAM,20,87,92,"Bayer 04 Leverkusen
2020 ~ 2027",256630,"177cm / 5'10""",71kg / 157lbs,Right,89,CAM,5,"Jan 31, 2020",N/A,€118.5M,€77K,€210.3M,367,82,79,42,90,74,407,87,80,64,86,90,420,81,80,87,86,86,347,75,61,83,53,75,340,63,44,83,90,60,84,151,58,49,44,57,14,14,13,6,10,2089,443,4,4,High,Medium,3,Normal (170-185),Yes,80,76,,88,50,63,,Chip Shot Incisive Pass Technical Flair First Touch Trivela,,6,
I. Maatsen LB,21,77+1,85+1,"Borussia Dortmund
Jun 30, 2024 On loan",248465,"178cm / 5'10""",63kg / 139lbs,Left,78,LWB,8,"Sep 25, 2018","Jun 30, 2024",€22.5M,€57K,€0,321,75+1,59+3,58,77+2,52+6,351,78+3,67,62,66+2,78+1,418,87,87,84,74,86,324,65,70,77,53,59,325,74,71+1,67+1,68+1,45,71+1,217,70+2,72,75+1,55,9,10,12,15,9,2011,431,4,3,High,Medium,1,Lean (170-185),No,87,60,,78,70,64,,Slide Tackle Rapid,,2,
M. Tel ST LM RM,18,75,88,"FC Bayern München
2022 ~ 2029",268421,"183cm / 6'0""",77kg / 170lbs,Right,77,ST,13,"Jul 26, 2022",N/A,€13M,€20K,€29.6M,341,56,79,65,68,73,339,79,68,56,59,77,382,79,85,78,64,76,355,86,76,53,67,73,278,48,18,77,71,64,74,81,22,27,32,54,12,9,15,7,11,1830,389,4,4,High,Medium,1,Normal (170-185),Yes,82,78,,77,28,60,,,,0,
L. Yoro CB,17,77+1,86,"LOSC Lille
2022 ~ 2025",269087,"190cm / 6'3""",75kg / 165lbs,Right,79,CB,9,"May 14, 2022",N/A,€20M,€1K,€42M,267,47,38,74,73+1,35,250,55,37,32,58,68,337,65,79,55+3,77+2,61,311,51,79,69+3,75+1,37,285,72+2,77,41,55+2,40,69,237,77+2,81+1,79+1,53,13,7,5,14,14,1740,384,3,2,Medium,Medium,1,Lean (185+),No,73,41,,61,78,73,,,,0,
Palhinha CDM,27,84,85,"Fulham
2022 ~ 2028",229391,"190cm / 6'3""",85kg / 187lbs,Right,86,CB,1,"Jul 4, 2022",N/A,€43M,€110K,€84.9M,339,60,66,79,79,55,349,77,66,45,80,81,331,63,67,64,80,57,412,81,86,88,90,67,376,95,83,69,72,57,84,259,84,88,87,46,14,10,8,7,7,2112,456,4,2,Medium,High,2,Lean (185+),Yes,65,68,,76,85,90,,Long Ball Pass Slide Tackle,Bruiser +,3,
Vini Jr. LW ST,22,89,94,"Real Madrid
2018 ~ 2027",238794,"176cm / 5'9""",73kg / 161lbs,Right,90,CAM,5,"Jul 12, 2018",N/A,€158.5M,€310K,€336.8M,373,79,89,50,82,73,400,92,79,62,77,90,454,95,95,94,86,84,380,77,74,84,65,80,325,58,26,87,83,71+2,83,75,32,25,18,36,5,7,7,7,10,2043,446,4,5,High,Medium,5,Lean (170-185),Yes,95,83,,90,29,69,,Finesse Shot Chip Shot Rapid Flair First Touch Trivela,Quick Step +,7,
M. Olise RM RW CAM,21,80,88,"Crystal Palace
2021 ~ 2027",247827,"184cm / 6'0""",73kg / 161lbs,Left,82,CAM,8,"Jul 8, 2021",N/A,€47.5M,€37K,€99.8M,338,80,77,36,80,65,399,84,80,76,77,82,413,82,79,91,75,86,317,76,55,68,46,72,345,68,50,75,83,69,79,159,52,56,51,49,9,11,9,10,10,2020,426,2,4,Medium,Medium,1,Lean (170-185),Yes,80,75,,84,51,56,,Finesse Shot Dead Ball Technical Flair Trivela,,5,
R. Højlund ST,20,78,89,"Manchester United
2023 ~ 2028",259399,"191cm / 6'3""",79kg / 174lbs,Left,80,ST,11,"Aug 5, 2023",N/A,€31M,€82K,€65.1M,326,38,78,70,72,68,306,76,58,48,49,75,378,82,86,69,78,63,405,83,88,78,86,70,325,82,28,80,65,70,75,79,32,28,19,50,12,8,9,14,7,1869,409,3,3,High,High,1,Normal (185+),Yes,84,77,,74,33,83,,Rapid Flair Quick Step,,3,
Fresneda RWB RB,18,72,85,"Sporting CP
2023 ~ 2028",266253,"183cm / 6'0""",74kg / 163lbs,Right,72,RWB,13,"Aug 30, 2023",N/A,€5M,€2K,€13.1M,272,65,43,60,69,35,285,75,50,30,53,77,364,77,75,71,67,74,295,43,75,76,67,34,279,62,65,58,53,41,60,208,68,73,67,48,14,5,12,6,11,1751,388,3,3,Medium,Medium,2,Normal (170-185),Yes,76,41,,74,68,69,,Jockey Block Technical First Touch,,4,
L. Bergvall CM,17,66+1,86+1,"Djurgården
2023 ~ 2025",272926,"186cm / 6'1""",74kg / 163lbs,Right,69,CAM,20,"Feb 1, 2023",N/A,€2.3M,€500,€5.2M,283,63,53,51,67,49,333,73,65,58,65,72+2,333,74+5,68,64,63,64,296,51,67+7,65,65+8,48,299,56,54,64,72+2,53,71,158,46,58,54,52,7,13,13,10,9,1754,376,3,3,Medium,Medium,1,Normal (185+),No,71,52,,71,53,63,,Incisive Pass Long Ball Pass Press Proven,,3,
João Neves CM,18,77,88,"Benfica
2022 ~ 2028",272834,"174cm / 5'9""",66kg / 146lbs,Right,81,CDM,11,"Jul 1, 2022",N/A,€22M,€5K,€48.4M,324,63,53,62,80,66,354,76,67,53,79,79,392,78,75,79,82,78,359,71,75,90,68,55,364,81,79,72,76,56,81,226,77,77,72,46,8,7,5,13,13,2065,438,3,3,High,High,1,Normal (170-185),No,76,59,,78,75,76,,Technical,,1,
R. Lewis RB CDM,18,75,86,"Manchester City
2022 ~ 2028",271574,"169cm / 5'7""",70kg / 154lbs,Right,76,CM,11,"Jul 1, 2022",N/A,€11.5M,€23K,€23.6M,286,72,44,58,82,30,327,78+3,54,42,73,80,390,78,75,83+4,79+2,75,278,55,66,69,51,37,327,66,68,70,73+4,50,77+3,217,71,74,72,55,11,8,11,12,13,1880,403,3,3,High,Medium,1,Lean (170-),No,76,46,,79,70,59,,Block,,1,
Arnau Martínez RB CB RWB,20,80,86,"Girona
2020 ~ 2025",260815,"182cm / 6'0""",72kg / 159lbs,Right,80,RB,6,"Jul 1, 2020",N/A,€30.5M,€22K,€70.2M,318,80,50,74,79,35,326,75,68,40,66,77,380,82,78,75,79,66,327,56,82,78,66,45,319,67,76,61,65,50,65,228,73,78,77,43,10,7,7,10,9,1941,423,3,2,High,Medium,1,Lean (170-185),Yes,80,50,,75,76,70,,Whipped Cross Jockey,,2,
M. Ødegaard CM,24,88+1,90,"Arsenal
2021 ~ 2028",222665,"178cm / 5'10""",68kg / 150lbs,Left,89,CAM,2,"Aug 20, 2021",N/A,€118M,€200K,€227.2M,393,86,83,55,90,79,435,88+1,84,85,88,90+1,402,74,71,85,89+2,83,376,82,66,88+3,56,84,374,64,68+1,83,91+1,68,87,194,68,69+7,57,62,14,15,15,8,10,2236,463,2,5,High,Medium,4,Lean (170-185),Yes,72,82,,88,66,66,,Incisive Pass Whipped Cross Technical Flair First Touch Trivela,Pinged Pass +,7,
R. Bardghji RW,17,70,85,"København
2021 ~ 2025",265600,"173cm / 5'8""",67kg / 148lbs,Left,71,CAM,15,"Nov 14, 2021",N/A,€3.6M,€3K,€6.9M,279,61,70,24,64,60,327,72,66,63,55,71,392,77,74,86,67,88,296,70,48,64,49,65,280,52,28,73,66,61,69,91,32,30,29,63,8,14,13,14,14,1728,363,4,4,Medium,Medium,1,Lean (170-185),No,75,68,,74,30,53,,Technical Flair Trickster,,3,
Alejandro Garnacho LM RM,19,77+1,87,"Manchester United
2021 ~ 2028",268438,"180cm / 5'11""",72kg / 159lbs,Right,78,RM,10,"Jul 28, 2021",N/A,€23M,€53K,€48.3M,334,72+2,75+3,44,73+1,70,348,79+1,75,61,56,77+2,423,88,84,87,76,88,330,78,60+1,76,47,69,309,66,40,77,70+1,56,72,98,32,37,29,55,6,15,14,13,7,1897,402,4,3,High,High,1,Lean (170-185),Yes,86,73,,79,36,59,,Finesse Shot Technical Flair Quick Step,,4,
G. Rutter CAM ST,21,76,86,"Leeds United
2023 ~ 2028",245637,"182cm / 6'0""",77kg / 170lbs,Left,78,CAM,10,"Jan 17, 2023",N/A,€17M,€31K,€35.7M,347,65,70,69,75,68,335,81,60,45,70,79,388,77,80,77,74,80,379,75,83,72,80,69,267,35,18,74,76,64,74,135,45,45,45,50,6,10,14,10,10,1901,410,5,5,High,Medium,1,Normal (170-185),Yes,79,71,,79,42,69,,Flair Trickster,,2,
K. Kvaratskhelia LW RW,22,86,92,"Napoli
2022 ~ 2027",247635,"183cm / 6'0""",70kg / 154lbs,Right,87,CAM,6,"Jul 1, 2022",N/A,€109M,€95K,€207.1M,368,78,81,62,83,64,401,90,82,65,76,88,417,85,86,86,84,76,388,78,78,79,70,83,335,62,40,82,86,65,79,111,38,39,34,54,9,15,8,14,8,2074,445,5,5,Medium,Medium,2,Normal (170-185),Yes,86,79,,87,41,71,,Finesse Shot Incisive Pass Whipped Cross Technical Flair Trivela,Trickster +,7,
D. Szoboszlai CAM CM,22,81-1,86-1,"Liverpool
2023 ~ 2028",236772,"186cm / 6'1""",74kg / 163lbs,Right,83,CAM,5,"Jul 2, 2023",N/A,€39.5M,€100K,€76M,390,85,77,60,83,85,420,81-2,90,87,81,81-2,392,78,87,79-1,80,68,399,89,74,82,67,87,361,63,57,79,83-1,79,79-3,173,58,61,54,49,10,10,13,10,6,2184,458,4,4,High,High,2,Normal (185+),Yes,83,82,,80,59,70,,Power Shot Whipped Cross Technical Flair Trivela,Dead Ball +,6,
Y. Moukoko ST,18,77,87,"Borussia Dortmund
2020 ~ 2026",240833,"179cm / 5'10""",72kg / 159lbs,Left,79,ST,10,"Nov 20, 2020",N/A,€22.5M,€18K,€42.8M,343,47,79,69,71,77,318,79,68,42,48,81,409,82,79,85,77,86,360,78,79,68,68,67,281,52,32,78,59,60,75,86,30,31,25,60,13,13,11,10,13,1857,393,4,4,Medium,Low,2,Unique,Yes,80,75,,80,34,65,,Finesse Shot Technical Flair First Touch Trivela Acrobatic,,6,
Vitinha CM,23,83,87,"Paris Saint Germain
2022 ~ 2027",255253,"172cm / 5'8""",64kg / 141lbs,Right,85,CAM,4,"Jun 30, 2022",N/A,€52M,€90K,€100.1M,340,74,76+2,42,86,62,393,87,74,62,83,87,405,75,69,90,83+1,88,359,76,61,81,59,82+4,388,77,78,77,83+2,73,84,218,74,76+1,68,43,12,13,8,5,5,2146,456,3,3,High,High,2,Lean (170-185),Yes,72,76,,87,72,68,,Finesse Shot Intercept Technical,,3,
Nico Williams LM RM,20,82,88,"Athletic Club
2020 ~ 2027",256516,"181cm / 5'11""",67kg / 148lbs,Right,83,CAM,6,"Jul 1, 2020",N/A,€47.5M,€29K,€109.3M,359,77,75,65,78,64,380,88,76,72,59,85,443,94,93,92,80,84,370,78,79,81,60,72,313,55,40,76,80,62,78,89,36,28,25,60,9,13,12,12,14,2014,429,5,4,High,Medium,2,Lean (170-185),Yes,93,74,,86,36,65,,Rapid Flair Quick Step Relentless Trivela,,5,
V. Boniface ST,22,81,86,"Bayer 04 Leverkusen
2023 ~ 2028",247679,"190cm / 6'3""",91kg / 201lbs,Right,83,ST,5,"Jul 22, 2023",N/A,€40M,€60K,€71M,355,48,80,77,75,75,355,84,70,58,60,83,352,69,79,68,78,58,412,86,87,73,88,78,339,79,33,84,71,72+2,78,95,38,31,26,45,14,5,7,7,12,1953,420,3,3,Medium,Medium,1,Stocky (185+),No,75,80,,80,38,82,,Power Shot,,1,
