name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Total stats,
Pau Cubarsí CB,16,66+2,85+2,"FC Barcelona
2023 ~ 2026",278046,"182cm / 6'0""",75kg / 165lbs,Right,68,CB,19,€2M,€1K,€5.4M,199,26,22,65,65+2,21,214,46+3,22,25,56+2,65+2,326,65+2,,1459,
J. Bellingham CM CAM ST,17,66,82,"Sunderland
2023 ~ 2028",270964,"191cm / 6'3""",75kg / 165lbs,Right,68,CAM,16,€2.1M,€1K,€5.3M,292,53+2,61+5,64,67,47,303,69,55,44,65,70,335,65-3,,1794,
V. Gyökeres ST LW CF,25,82,87,"Sporting CP
2023 ~ 2028",241651,"187cm / 6'2""",90kg / 198lbs,Right,84,ST,5,€45M,€22K,€93.4M,371,61,85,78,73,74,342,81,70,59,52,80,403,85,,2036,
J. Hato CB LB,17,73,88,"Ajax
2022 ~ 2028",272978,"182cm / 6'0""",76kg / 168lbs,Left,75,CDM,15,€6.5M,€550,€13.2M,270,55,36,67,77,35,299,67,54,31,73,74,395,82,,1820,
B. Šeško ST,20,78+1,87+1,"RB Leipzig
2023 ~ 2028",260592,"195cm / 6'5""",85kg / 187lbs,Right,80,ST,9,€31M,€41K,€58.9M,358,55,81+2,79+2,71+2,72+1,322,76+1,59,56,53+1,78+1,379,79,,1921,
K. Havertz CAM CM ST,24,82,87,"Arsenal
2023 ~ 2028",235790,"193cm / 6'4""",82kg / 181lbs,Left,85,CAM,5,€46M,€110K,€88.6M,404,74,83,83,84,80,385,84,84,53,79,85,382,75,,2083,
L. Bergvall CM,17,66+1,86+1,"Djurgården
2023 ~ 2025",272926,"186cm / 6'1""",74kg / 163lbs,Right,69,CAM,20,€2.3M,€500,€5.2M,283,63,53,51,67,49,333,73,65,58,65,72+2,333,74+5,,1754,
A. Gray CM RB CDM,17,72,86,"Leeds United
2021 ~ 2028",270208,"187cm / 6'2""",70kg / 154lbs,Right,74,CM,14,€5.5M,€4K,€13.9M,321,67,59,65,75,55,336,74,60,55,73,74,367,74,,1963,
I. Maatsen LB,21,77+1,85+1,"Borussia Dortmund
Jun 30, 2024 On loan",248465,"178cm / 5'10""",63kg / 139lbs,Left,78,LWB,8,€22.5M,€57K,€0,321,75+1,59+3,58,77+2,52+6,351,78+3,67,62,66+2,78+1,418,87,,2011,
J. Bellingham CAM CM,20,88,92,"Real Madrid
2023 ~ 2029",252371,"186cm / 6'1""",75kg / 165lbs,Right,90,CAM,4,€128.5M,€230K,€273.1M,385,66,87,69,89,74,391,88,73,56,87,87,411,81,,2295,
Alejandro Garnacho LM RM,19,77+1,87,"Manchester United
2021 ~ 2028",268438,"180cm / 5'11""",72kg / 159lbs,Right,78,RM,10,€23M,€53K,€48.3M,334,72+2,75+3,44,73+1,70,348,79+1,75,61,56,77+2,423,88,,1897,
Nico Williams LM RM,20,82,88,"Athletic Club
2020 ~ 2027",256516,"181cm / 5'11""",67kg / 148lbs,Right,83,CAM,6,€47.5M,€29K,€109.3M,359,77,75,65,78,64,380,88,76,72,59,85,443,94,,2014,
K. Mainoo CDM CM,18,72,87,"Manchester United
2022 ~ 2027",269136,"184cm / 6'0""",80kg / 176lbs,Right,73,CAM,15,€5M,€16K,€12.6M,308,54,60,64,78,52,331,79,63,41,74,74,379,77,,1923,
R. Lewis RB CDM,18,75,86,"Manchester City
2022 ~ 2028",271574,"169cm / 5'7""",70kg / 154lbs,Right,76,CM,11,€11.5M,€23K,€23.6M,286,72,44,58,82,30,327,78+3,54,42,73,80,390,78,,1880,
M. Olise RM RW CAM,21,80,88,"Crystal Palace
2021 ~ 2027",247827,"184cm / 6'0""",73kg / 161lbs,Left,82,CAM,8,€47.5M,€37K,€99.8M,338,80,77,36,80,65,399,84,80,76,77,82,413,82,,2020,
M. Tel ST LM RM,18,75,88,"FC Bayern München
2022 ~ 2029",268421,"183cm / 6'0""",77kg / 170lbs,Right,77,ST,13,€13M,€20K,€29.6M,341,56,79,65,68,73,339,79,68,56,59,77,382,79,,1830,
Vitor Roque ST RW LW,18,76,88,"FC Barcelona
2024 ~ 2031",276589,"172cm / 5'8""",78kg / 172lbs,Right,78,ST,12,€17.5M,€44K,€39.4M,335,62,82,62,54,75,356,83,74,70,52,77,406,88,,1829,
L. Openda ST,23,84+1,87+1,"RB Leipzig
2023 ~ 2028",243580,"177cm / 5'10""",75kg / 165lbs,Right,86,ST,3,€58.5M,€77K,€103.8M,386,69,87+2,79,75,76+3,341,83+2,66+2,50,59,83+2,438,94,,2024,
A. Güler CAM RM,18,77,88,"Real Madrid
2023 ~ 2029",264309,"175cm / 5'9""",70kg / 154lbs,Left,79,CAM,11,€22M,€41K,€49.5M,340,80,68,41,81,70,403,83,84,76,79,81,380,75,,1960,
João Neves CM,18,77,88,"Benfica
2022 ~ 2028",272834,"174cm / 5'9""",66kg / 146lbs,Right,81,CDM,11,€22M,€5K,€48.4M,324,63,53,62,80,66,354,76,67,53,79,79,392,78,,2065,
R. Højlund ST,20,78,89,"Manchester United
2023 ~ 2028",259399,"191cm / 6'3""",79kg / 174lbs,Left,80,ST,11,€31M,€82K,€65.1M,326,38,78,70,72,68,306,76,58,48,49,75,378,82,,1869,
Fresneda RWB RB,18,72,85,"Sporting CP
2023 ~ 2028",266253,"183cm / 6'0""",74kg / 163lbs,Right,72,RWB,13,€5M,€2K,€13.1M,272,65,43,60,69,35,285,75,50,30,53,77,364,77,,1751,
K. Kvaratskhelia LW RW,22,86,92,"Napoli
2022 ~ 2027",247635,"183cm / 6'0""",70kg / 154lbs,Right,87,CAM,6,€109M,€95K,€207.1M,368,78,81,62,83,64,401,90,82,65,76,88,417,85,,2074,
Vini Jr. LW ST,22,89,94,"Real Madrid
2018 ~ 2027",238794,"176cm / 5'9""",73kg / 161lbs,Right,90,CAM,5,€158.5M,€310K,€336.8M,373,79,89,50,82,73,400,92,79,62,77,90,454,95,,2043,
F. Wirtz CAM,20,87,92,"Bayer 04 Leverkusen
2020 ~ 2027",256630,"177cm / 5'10""",71kg / 157lbs,Right,89,CAM,5,€118.5M,€77K,€210.3M,367,82,79,42,90,74,407,87,80,64,86,90,420,81,,2089,
J. Zirkzee ST,22,78,86,"Bologna
2022 ~ 2026",250961,"193cm / 6'4""",89kg / 196lbs,Right,81,CAM,8,€32M,€34K,€60.8M,351,55,80,71,78,67,365,81,68,66,65,85,368,74,,1869,
O. Kossounou CB,22,81+1,87+1,"Bayer 04 Leverkusen
2021 ~ 2026",246875,"191cm / 6'3""",82kg / 181lbs,Right,83,CB,6,€37.5M,€49K,€71.3M,269,58,26,80+2,77,28,266,66,33,23,75,69,350,74,,1777,
L. Yoro CB,17,77+1,86,"LOSC Lille
2022 ~ 2025",269087,"190cm / 6'3""",75kg / 165lbs,Right,79,CB,9,€20M,€1K,€42M,267,47,38,74,73+1,35,250,55,37,32,58,68,337,65,,1740,
R. Lavia CDM CM,19,73,86,"Chelsea
2023 ~ 2030",263620,"181cm / 5'11""",76kg / 168lbs,Right,74,CDM,13,€7M,€32K,€17.7M,272,50,42,60,78,42,333,76,65,50,67,75,359,72,,1875,
V. Boniface ST,22,81,86,"Bayer 04 Leverkusen
2023 ~ 2028",247679,"190cm / 6'3""",91kg / 201lbs,Right,83,ST,5,€40M,€60K,€71M,355,48,80,77,75,75,355,84,70,58,60,83,352,69,,1953,
K. Adeyemi LM ST,21,80,87,"Borussia Dortmund
2022 ~ 2027",251852,"180cm / 5'11""",77kg / 170lbs,Left,81,LM,7,€43M,€38K,€81.7M,366,72,79,70,74,71,358,82,67,62,67,80,438,96,,1998,
F. Miretti CM CAM,19,75,88,"Juventus
2021 ~ 2027",268802,"180cm / 5'11""",72kg / 159lbs,Right,77,CM,13,€13.5M,€42K,€31.4M,321,71,52,49,79,70,376,79,74,69,75,79,381,77,,2033,
Yan Couto RM RB,21,78,85,"Girona
Jun 30, 2024 On loan",259075,"168cm / 5'6""",60kg / 132lbs,Right,79,RM,7,€28.5M,€78K,€0,317,80,65,51,76,45,354,83,77,43,71,80,411,86,,2001,
Arnau Martínez RB CB RWB,20,80,86,"Girona
2020 ~ 2025",260815,"182cm / 6'0""",72kg / 159lbs,Right,80,RB,6,€30.5M,€22K,€70.2M,318,80,50,74,79,35,326,75,68,40,66,77,380,82,,1941,
J. Sancho LM RM,23,81,85,"Borussia Dortmund
Jun 30, 2024 On loan",233049,"180cm / 5'11""",76kg / 168lbs,Right,84,CAM,4,€37M,€110K,€0,354,77,75-1,38,84-1,80,388,87-2,84,65,65-3,87+1,410,80-1,,1871,
Cristiano Ronaldo ST,38,86,86,"Al Nassr
2023 ~ 2025",20801,"187cm / 6'2""",85kg / 187lbs,Right,86,ST,0,€23M,€66K,€36.8M,414,78,87,87,79,83,388,77,79,76,70,86,377,73,,2092,
Palhinha CDM,27,84,85,"Fulham
2022 ~ 2028",229391,"190cm / 6'3""",85kg / 187lbs,Right,86,CB,1,€43M,€110K,€84.9M,339,60,66,79,79,55,349,77,66,45,80,81,331,63,,2112,
M. Rashford LM LW ST,25,82-1,83-1,"Manchester United
2015 ~ 2028",231677,"186cm / 6'1""",70kg / 154lbs,Right,82,LM,1,€36.5M,€130K,€72.1M,377,74,81,71,78,73,394,85,80,75,72,82,408,88,,2028,
D. Szoboszlai CAM CM,22,81-1,86-1,"Liverpool
2023 ~ 2028",236772,"186cm / 6'1""",74kg / 163lbs,Right,83,CAM,5,€39.5M,€100K,€76M,390,85,77,60,83,85,420,81-2,90,87,81,81-2,392,78,,2184,
Kim Min Jae CB,26,84,86,"FC Bayern München
2023 ~ 2028",237086,"190cm / 6'3""",86kg / 190lbs,Right,86,CB,2,€46M,€82K,€79.4M,238,35,23,81,75,24,248,57,36,23,64,68,371,75,,1811,
G. Rutter CAM ST,21,76,86,"Leeds United
2023 ~ 2028",245637,"182cm / 6'0""",77kg / 170lbs,Left,78,CAM,10,€17M,€31K,€35.7M,347,65,70,69,75,68,335,81,60,45,70,79,388,77,,1901,
D. Núñez ST LW,24,83,87,"Liverpool
2022 ~ 2028",253072,"187cm / 6'2""",81kg / 179lbs,Right,86,ST,4,€52.5M,€130K,€101.1M,382,69,81,80,74,78,362,79,75,61,68,79,408,88,,2134,
Moleiro LM CM CAM,19,77,87,"Las Palmas
2021 ~ 2026",264388,"172cm / 5'8""",67kg / 148lbs,Right,79,CAM,10,€23M,€12K,€52.9M,315,62,65,57,78,53,353,82,65,52,74,80,408,86,,1937,
T. Kubo RW ST RM,22,81,88,"Real Sociedad
2022 ~ 2029",237681,"173cm / 5'8""",64kg / 141lbs,Left,83,CAM,7,€52.5M,€40K,€120.8M,352,77,81,49,78,67,391,84,75,74,74,84,416,89,,1973,
M. O'Riley CM CAM CDM,22,78,86,"Celtic
2022 ~ 2027",240734,"188cm / 6'2""",77kg / 170lbs,Left,80,CM,8,€31.5M,€48K,€63M,357,74,77,53,79,74,375,76,75,69,77,78,365,67,,2096,
Rodrygo RW ST,22,85,91,"Real Madrid
2019 ~ 2028",243812,"174cm / 5'9""",64kg / 141lbs,Right,87,CAM,6,€86.5M,€210K,€194.6M,379,79,86,67,80,67,399,87,80,73,73,86,432,89,,2034,
Joselu ST,33,82,82,"Real Madrid
Jun 30, 2024 On loan",173608,"191cm / 6'3""",86kg / 190lbs,Right,82,ST,0,€19.5M,€19K,€0,388,58,87,90,78,75,355,75,73,65,60,82,304,64,,1916,
M. Ødegaard CM,24,88+1,90,"Arsenal
2021 ~ 2028",222665,"178cm / 5'10""",68kg / 150lbs,Left,89,CAM,2,€118M,€200K,€227.2M,393,86,83,55,90,79,435,88+1,84,85,88,90+1,402,74,,2236,
K. Mbappé ST LW,24,91,94,"Paris Saint Germain
2018 ~ 2024",231747,"182cm / 6'0""",75kg / 165lbs,Right,93,ST,3,€181.5M,€230K,€349.4M,415,78,94,73,86,84,405,93,80,69,71,92,462,97,,2204,
T. Almada CAM CM CF,22,80,88,"Atlanta United
2022 ~ 2026",245371,"171cm / 5'7""",62kg / 137lbs,Right,83,CAM,8,€47.5M,€11K,€80.8M,329,66,72,39,79,73,408,82,85,84,73,84,431,91,,2058,
Gonçalo Inácio CB LB CDM,21,80,87,"Sporting CP
2019 ~ 2027",257179,"185cm / 6'1""",78kg / 172lbs,Left,82,CB,7,€40M,€12K,€88M,261,30,23,84+2,79,45,283,69+6,29,27,85+3,73,364,78,,1868,
K. Páez CAM CF RW,16,71,87,"Independiente del Valle
2023 ~ 2025",274559,"177cm / 5'10""",71kg / 157lbs,Left,73,CAM,16,€4.7M,€500,€13.3M,295,61,68,48,74,44,343,73,73,60,66,71,374,77,,1782,
A. Grønbæk CAM CM,22,74,82,"Bodø / Glimt
2022 ~ 2028",256949,"176cm / 5'9""",65kg / 143lbs,Right,76,CAM,8,€9.5M,€6K,€14.3M,327,68,70,55,73,61,351,75,69,62,70,75,392,78,,1997,
M. Tillman CAM CM LW,21,76,84,"PSV
Jun 30, 2024 On loan",256853,"187cm / 6'2""",71kg / 157lbs,Right,78,CAM,8,€17M,€36K,€0,337,64,70,73,77,53,335,79,68,41,69,78,398,82,,1976,
Sávio LM CF LW,19,80,88,"Girona
Jun 30, 2024 On loan",270409,"176cm / 5'9""",71kg / 157lbs,Left,81,CAM,8,€45.5M,€7K,€0,341,80,76,45,77,63,368,86,78,55,67,82,412,88,,1862,
Evanilson ST,23,79,84,"Porto
2020 ~ 2027",256612,"181cm / 5'11""",77kg / 170lbs,Right,81,ST,5,€27M,€16K,€56M,351,45,81,75,74,76,332,78,67,46,62,79,366,75,,1830,
Lucas Beraldo CB LB,19,75,86,"Paris Saint Germain
2024 ~ 2028",279709,"182cm / 6'0""",78kg / 172lbs,Left,77,CB,11,€11.5M,€28K,€23.6M,263,53,34,69,77,30,299,66,58,34,71,70,322,64,,1765,
X. Simons CAM LW LM,20,82,89,"RB Leipzig
Jun 30, 2024 On loan",245367,"179cm / 5'10""",61kg / 134lbs,Right,84,CAM,7,€60.5M,€71K,€0,356,74,78,60,82,62,393,85,82,65,76,85,428,89,,2139,
C. Palmer RM RW CAM,21,79,87,"Chelsea
2023 ~ 2030",257534,"189cm / 6'2""",74kg / 163lbs,Left,82,CAM,8,€39.5M,€76K,€83M,343,70,80,48,82,63,378,81,77,66+2,71,83,377,72,,1982,
W. Zaïre-Emery CM CDM,17,80,90,"Paris Saint Germain
2022 ~ 2029",270673,"178cm / 5'10""",68kg / 150lbs,Right,82,CM,10,€43.5M,€11K,€89.2M,329,66,66,66,82,49,357,78,64,53,81,81,395,80,,2113,
Pau Cubarsí CB,16,66+2,85+2,"FC Barcelona
2023 ~ 2026",278046,"182cm / 6'0""",75kg / 165lbs,Right,68,CB,19,€2M,€1K,€5.4M,199,26,22,65,65+2,21,214,46+3,22,25,56+2,65+2,326,65+2,,1459,
J. Bellingham CM CAM ST,17,66,82,"Sunderland
2023 ~ 2028",270964,"191cm / 6'3""",75kg / 165lbs,Right,68,CAM,16,€2.1M,€1K,€5.3M,292,53+2,61+5,64,67,47,303,69,55,44,65,70,335,65-3,,1794,
V. Gyökeres ST LW CF,25,82,87,"Sporting CP
2023 ~ 2028",241651,"187cm / 6'2""",90kg / 198lbs,Right,84,ST,5,€45M,€22K,€93.4M,371,61,85,78,73,74,342,81,70,59,52,80,403,85,,2036,
J. Hato CB LB,17,73,88,"Ajax
2022 ~ 2028",272978,"182cm / 6'0""",76kg / 168lbs,Left,75,CDM,15,€6.5M,€550,€13.2M,270,55,36,67,77,35,299,67,54,31,73,74,395,82,,1820,
B. Šeško ST,20,78+1,87+1,"RB Leipzig
2023 ~ 2028",260592,"195cm / 6'5""",85kg / 187lbs,Right,80,ST,9,€31M,€41K,€58.9M,358,55,81+2,79+2,71+2,72+1,322,76+1,59,56,53+1,78+1,379,79,,1921,
K. Havertz CAM CM ST,24,82,87,"Arsenal
2023 ~ 2028",235790,"193cm / 6'4""",82kg / 181lbs,Left,85,CAM,5,€46M,€110K,€88.6M,404,74,83,83,84,80,385,84,84,53,79,85,382,75,,2083,
L. Bergvall CM,17,66+1,86+1,"Djurgården
2023 ~ 2025",272926,"186cm / 6'1""",74kg / 163lbs,Right,69,CAM,20,€2.3M,€500,€5.2M,283,63,53,51,67,49,333,73,65,58,65,72+2,333,74+5,,1754,
A. Gray CM RB CDM,17,72,86,"Leeds United
2021 ~ 2028",270208,"187cm / 6'2""",70kg / 154lbs,Right,74,CM,14,€5.5M,€4K,€13.9M,321,67,59,65,75,55,336,74,60,55,73,74,367,74,,1963,
I. Maatsen LB,21,77+1,85+1,"Borussia Dortmund
Jun 30, 2024 On loan",248465,"178cm / 5'10""",63kg / 139lbs,Left,78,LWB,8,€22.5M,€57K,€0,321,75+1,59+3,58,77+2,52+6,351,78+3,67,62,66+2,78+1,418,87,,2011,
J. Bellingham CAM CM,20,88,92,"Real Madrid
2023 ~ 2029",252371,"186cm / 6'1""",75kg / 165lbs,Right,90,CAM,4,€128.5M,€230K,€273.1M,385,66,87,69,89,74,391,88,73,56,87,87,411,81,,2295,
Alejandro Garnacho LM RM,19,77+1,87,"Manchester United
2021 ~ 2028",268438,"180cm / 5'11""",72kg / 159lbs,Right,78,RM,10,€23M,€53K,€48.3M,334,72+2,75+3,44,73+1,70,348,79+1,75,61,56,77+2,423,88,,1897,
R. Lewis RB CDM,18,75,86,"Manchester City
2022 ~ 2028",271574,"169cm / 5'7""",70kg / 154lbs,Right,76,CM,11,€11.5M,€23K,€23.6M,286,72,44,58,82,30,327,78+3,54,42,73,80,390,78,,1880,
M. Olise RM RW CAM,21,80,88,"Crystal Palace
2021 ~ 2027",247827,"184cm / 6'0""",73kg / 161lbs,Left,82,CAM,8,€47.5M,€37K,€99.8M,338,80,77,36,80,65,399,84,80,76,77,82,413,82,,2020,
Nico Williams LM RM,20,82,88,"Athletic Club
2020 ~ 2027",256516,"181cm / 5'11""",67kg / 148lbs,Right,83,CAM,6,€47.5M,€29K,€109.3M,359,77,75,65,78,64,380,88,76,72,59,85,443,94,,2014,
K. Mainoo CDM CM,18,72,87,"Manchester United
2022 ~ 2027",269136,"184cm / 6'0""",80kg / 176lbs,Right,73,CAM,15,€5M,€16K,€12.6M,308,54,60,64,78,52,331,79,63,41,74,74,379,77,,1923,
M. Tel ST LM RM,18,75,88,"FC Bayern München
2022 ~ 2029",268421,"183cm / 6'0""",77kg / 170lbs,Right,77,ST,13,€13M,€20K,€29.6M,341,56,79,65,68,73,339,79,68,56,59,77,382,79,,1830,
Vitor Roque ST RW LW,18,76,88,"FC Barcelona
2024 ~ 2031",276589,"172cm / 5'8""",78kg / 172lbs,Right,78,ST,12,€17.5M,€44K,€39.4M,335,62,82,62,54,75,356,83,74,70,52,77,406,88,,1829,
L. Openda ST,23,84+1,87+1,"RB Leipzig
2023 ~ 2028",243580,"177cm / 5'10""",75kg / 165lbs,Right,86,ST,3,€58.5M,€77K,€103.8M,386,69,87+2,79,75,76+3,341,83+2,66+2,50,59,83+2,438,94,,2024,
A. Güler CAM RM,18,77,88,"Real Madrid
2023 ~ 2029",264309,"175cm / 5'9""",70kg / 154lbs,Left,79,CAM,11,€22M,€41K,€49.5M,340,80,68,41,81,70,403,83,84,76,79,81,380,75,,1960,
João Neves CM,18,77,88,"Benfica
2022 ~ 2028",272834,"174cm / 5'9""",66kg / 146lbs,Right,81,CDM,11,€22M,€5K,€48.4M,324,63,53,62,80,66,354,76,67,53,79,79,392,78,,2065,
R. Højlund ST,20,78,89,"Manchester United
2023 ~ 2028",259399,"191cm / 6'3""",79kg / 174lbs,Left,80,ST,11,€31M,€82K,€65.1M,326,38,78,70,72,68,306,76,58,48,49,75,378,82,,1869,
Fresneda RWB RB,18,72,85,"Sporting CP
2023 ~ 2028",266253,"183cm / 6'0""",74kg / 163lbs,Right,72,RWB,13,€5M,€2K,€13.1M,272,65,43,60,69,35,285,75,50,30,53,77,364,77,,1751,
K. Kvaratskhelia LW RW,22,86,92,"Napoli
2022 ~ 2027",247635,"183cm / 6'0""",70kg / 154lbs,Right,87,CAM,6,€109M,€95K,€207.1M,368,78,81,62,83,64,401,90,82,65,76,88,417,85,,2074,
Vini Jr. LW ST,22,89,94,"Real Madrid
2018 ~ 2027",238794,"176cm / 5'9""",73kg / 161lbs,Right,90,CAM,5,€158.5M,€310K,€336.8M,373,79,89,50,82,73,400,92,79,62,77,90,454,95,,2043,
J. Zirkzee ST,22,78,86,"Bologna
2022 ~ 2026",250961,"193cm / 6'4""",89kg / 196lbs,Right,81,CAM,8,€32M,€34K,€60.8M,351,55,80,71,78,67,365,81,68,66,65,85,368,74,,1869,
F. Wirtz CAM,20,87,92,"Bayer 04 Leverkusen
2020 ~ 2027",256630,"177cm / 5'10""",71kg / 157lbs,Right,89,CAM,5,€118.5M,€77K,€210.3M,367,82,79,42,90,74,407,87,80,64,86,90,420,81,,2089,
O. Kossounou CB,22,81+1,87+1,"Bayer 04 Leverkusen
2021 ~ 2026",246875,"191cm / 6'3""",82kg / 181lbs,Right,83,CB,6,€37.5M,€49K,€71.3M,269,58,26,80+2,77,28,266,66,33,23,75,69,350,74,,1777,
L. Yoro CB,17,77+1,86,"LOSC Lille
2022 ~ 2025",269087,"190cm / 6'3""",75kg / 165lbs,Right,79,CB,9,€20M,€1K,€42M,267,47,38,74,73+1,35,250,55,37,32,58,68,337,65,,1740,
R. Lavia CDM CM,19,73,86,"Chelsea
2023 ~ 2030",263620,"181cm / 5'11""",76kg / 168lbs,Right,74,CDM,13,€7M,€32K,€17.7M,272,50,42,60,78,42,333,76,65,50,67,75,359,72,,1875,
V. Boniface ST,22,81,86,"Bayer 04 Leverkusen
2023 ~ 2028",247679,"190cm / 6'3""",91kg / 201lbs,Right,83,ST,5,€40M,€60K,€71M,355,48,80,77,75,75,355,84,70,58,60,83,352,69,,1953,
K. Adeyemi LM ST,21,80,87,"Borussia Dortmund
2022 ~ 2027",251852,"180cm / 5'11""",77kg / 170lbs,Left,81,LM,7,€43M,€38K,€81.7M,366,72,79,70,74,71,358,82,67,62,67,80,438,96,,1998,
F. Miretti CM CAM,19,75,88,"Juventus
2021 ~ 2027",268802,"180cm / 5'11""",72kg / 159lbs,Right,77,CM,13,€13.5M,€42K,€31.4M,321,71,52,49,79,70,376,79,74,69,75,79,381,77,,2033,
Yan Couto RM RB,21,78,85,"Girona
Jun 30, 2024 On loan",259075,"168cm / 5'6""",60kg / 132lbs,Right,79,RM,7,€28.5M,€78K,€0,317,80,65,51,76,45,354,83,77,43,71,80,411,86,,2001,
Arnau Martínez RB CB RWB,20,80,86,"Girona
2020 ~ 2025",260815,"182cm / 6'0""",72kg / 159lbs,Right,80,RB,6,€30.5M,€22K,€70.2M,318,80,50,74,79,35,326,75,68,40,66,77,380,82,,1941,
J. Sancho LM RM,23,81,85,"Borussia Dortmund
Jun 30, 2024 On loan",233049,"180cm / 5'11""",76kg / 168lbs,Right,84,CAM,4,€37M,€110K,€0,354,77,75-1,38,84-1,80,388,87-2,84,65,65-3,87+1,410,80-1,,1871,
Kim Min Jae CB,26,84,86,"FC Bayern München
2023 ~ 2028",237086,"190cm / 6'3""",86kg / 190lbs,Right,86,CB,2,€46M,€82K,€79.4M,238,35,23,81,75,24,248,57,36,23,64,68,371,75,,1811,
Cristiano Ronaldo ST,38,86,86,"Al Nassr
2023 ~ 2025",20801,"187cm / 6'2""",85kg / 187lbs,Right,86,ST,0,€23M,€66K,€36.8M,414,78,87,87,79,83,388,77,79,76,70,86,377,73,,2092,
Palhinha CDM,27,84,85,"Fulham
2022 ~ 2028",229391,"190cm / 6'3""",85kg / 187lbs,Right,86,CB,1,€43M,€110K,€84.9M,339,60,66,79,79,55,349,77,66,45,80,81,331,63,,2112,
M. Rashford LM LW ST,25,82-1,83-1,"Manchester United
2015 ~ 2028",231677,"186cm / 6'1""",70kg / 154lbs,Right,82,LM,1,€36.5M,€130K,€72.1M,377,74,81,71,78,73,394,85,80,75,72,82,408,88,,2028,
D. Szoboszlai CAM CM,22,81-1,86-1,"Liverpool
2023 ~ 2028",236772,"186cm / 6'1""",74kg / 163lbs,Right,83,CAM,5,€39.5M,€100K,€76M,390,85,77,60,83,85,420,81-2,90,87,81,81-2,392,78,,2184,
G. Rutter CAM ST,21,76,86,"Leeds United
2023 ~ 2028",245637,"182cm / 6'0""",77kg / 170lbs,Left,78,CAM,10,€17M,€31K,€35.7M,347,65,70,69,75,68,335,81,60,45,70,79,388,77,,1901,
Moleiro LM CM CAM,19,77,87,"Las Palmas
2021 ~ 2026",264388,"172cm / 5'8""",67kg / 148lbs,Right,79,CAM,10,€23M,€12K,€52.9M,315,62,65,57,78,53,353,82,65,52,74,80,408,86,,1937,
M. O'Riley CM CAM CDM,22,78,86,"Celtic
2022 ~ 2027",240734,"188cm / 6'2""",77kg / 170lbs,Left,80,CM,8,€31.5M,€48K,€63M,357,74,77,53,79,74,375,76,75,69,77,78,365,67,,2096,
Rodrygo RW ST,22,85,91,"Real Madrid
2019 ~ 2028",243812,"174cm / 5'9""",64kg / 141lbs,Right,87,CAM,6,€86.5M,€210K,€194.6M,379,79,86,67,80,67,399,87,80,73,73,86,432,89,,2034,
D. Núñez ST LW,24,83,87,"Liverpool
2022 ~ 2028",253072,"187cm / 6'2""",81kg / 179lbs,Right,86,ST,4,€52.5M,€130K,€101.1M,382,69,81,80,74,78,362,79,75,61,68,79,408,88,,2134,
Joselu ST,33,82,82,"Real Madrid
Jun 30, 2024 On loan",173608,"191cm / 6'3""",86kg / 190lbs,Right,82,ST,0,€19.5M,€19K,€0,388,58,87,90,78,75,355,75,73,65,60,82,304,64,,1916,
M. Ødegaard CM,24,88+1,90,"Arsenal
2021 ~ 2028",222665,"178cm / 5'10""",68kg / 150lbs,Left,89,CAM,2,€118M,€200K,€227.2M,393,86,83,55,90,79,435,88+1,84,85,88,90+1,402,74,,2236,
K. Mbappé ST LW,24,91,94,"Paris Saint Germain
2018 ~ 2024",231747,"182cm / 6'0""",75kg / 165lbs,Right,93,ST,3,€181.5M,€230K,€349.4M,415,78,94,73,86,84,405,93,80,69,71,92,462,97,,2204,
T. Kubo RW ST RM,22,81,88,"Real Sociedad
2022 ~ 2029",237681,"173cm / 5'8""",64kg / 141lbs,Left,83,CAM,7,€52.5M,€40K,€120.8M,352,77,81,49,78,67,391,84,75,74,74,84,416,89,,1973,
T. Almada CAM CM CF,22,80,88,"Atlanta United
2022 ~ 2026",245371,"171cm / 5'7""",62kg / 137lbs,Right,83,CAM,8,€47.5M,€11K,€80.8M,329,66,72,39,79,73,408,82,85,84,73,84,431,91,,2058,
Gonçalo Inácio CB LB CDM,21,80,87,"Sporting CP
2019 ~ 2027",257179,"185cm / 6'1""",78kg / 172lbs,Left,82,CB,7,€40M,€12K,€88M,261,30,23,84+2,79,45,283,69+6,29,27,85+3,73,364,78,,1868,
K. Páez CAM CF RW,16,71,87,"Independiente del Valle
2023 ~ 2025",274559,"177cm / 5'10""",71kg / 157lbs,Left,73,CAM,16,€4.7M,€500,€13.3M,295,61,68,48,74,44,343,73,73,60,66,71,374,77,,1782,
A. Grønbæk CAM CM,22,74,82,"Bodø / Glimt
2022 ~ 2028",256949,"176cm / 5'9""",65kg / 143lbs,Right,76,CAM,8,€9.5M,€6K,€14.3M,327,68,70,55,73,61,351,75,69,62,70,75,392,78,,1997,
M. Tillman CAM CM LW,21,76,84,"PSV
Jun 30, 2024 On loan",256853,"187cm / 6'2""",71kg / 157lbs,Right,78,CAM,8,€17M,€36K,€0,337,64,70,73,77,53,335,79,68,41,69,78,398,82,,1976,
